Title,Author,Edition,date,Reviews 1,Ratings 1 1,Genre,BookCategory,Price
The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,Paperback,16 May 2013,5,5,Horror (Books),"Crime, Thriller & Mystery",229
"My Hero Academia, Vol. 11",Kohei Horikoshi,Paperback,"Import, 6 Feb 2018",5,3,Mangas,Comics & Mangas,339
A Reaper at the Gates: Ember Quartet (Part - 3),Sabaa Tahir,Paperback,5 Sep 2018,4.8,9,Action & Adventure (Books),Romance,360
Dance Dance Dance,Haruki Murakami,Paperback,7 Feb 2002,3.6,8,Contemporary Fiction (Books),"Crime, Thriller & Mystery",371
Sneaker Wars: The Enemy Brothers Who Founded Adidas and Puma and the Family Feud That Forever Changed the Business of Sports,Barbara Smit,Paperback,17 Mar 2009,3.5,3,Biographies & Autobiographies (Books),Sports,470
The Broken Ear (Tintin),Herge,Paperback,1 Jan 2013,4.2,32,Comics & Mangas (Books),Comics & Mangas,304
The Age of Spiritual Machines: When Computers Exceed Human Intelligence,Ray Kurzweil,Paperback,1 Jan 2000,5,1,Computer Science Books,"Computing, Internet & Digital Media",674
The Oxford Dictionary of Literary Terms (Oxford Quick Reference),Chris Baldick,Paperback,6 Aug 2015,4,13,Dictionaries,"Language, Linguistics & Writing",369.91
Red Rackham's Treasure (Tintin),Herge,Paperback,1 Jan 2013,4.6,41,Comics & Mangas (Books),Comics & Mangas,459
The Secrets She Keeps: The life she wanted wasn't hers . . .,Michael Robotham,Paperback,28 Jun 2018,5,1,Action & Adventure (Books),Action & Adventure,315
Oprah: A Biography,Kitty Kelley,Mass Market Paperback,18 Jan 2011,4,1,Biographies & Autobiographies (Books),Humour,99
How Fascism Works,Jason Stanley,Hardcover,10 Nov 2018,4,1,Political Ideologies (Books),Politics,599
My First Piano Adventure - Lesson Book B/CD,"Nancy Faber, Randall Faber",Paperback,1 Jan 2008,4,3,Music Books,Humour,662
Final Crisis (New Edition),Grant Morrison,Paperback,22 Apr 2014,4.7,5,Comics,Comics & Mangas,1143
Archie Vol. 1,"Mark Waid, Fiona Staples",Paperback,29 Mar 2016,5,1,"Arts History, Theory & Criticism (Books)",Comics & Mangas,350
The Master Algorithm,Pedro Domingos,Paperback,10 Apr 2017,4.5,36,Algorithms,"Computing, Internet & Digital Media",416
Elon Musk Young Readers’ Edition,Ashlee Vance,Paperback,24 Jan 2017,4.5,18,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",217
Every Living Thing: The Classic Memoirs of a Yorkshire Country Vet (James Herriot 5),James Herriot,Paperback,17 Jan 2013,5,5,Agriculture & Farming (Books),Humour,339
JavaScript: Pocket Reference,David Flanagan,Paperback,5 Jun 2012,5,2,"Computing, Internet & Digital Media (Books)","Computing, Internet & Digital Media",400
Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon,Kim Zetter,Paperback,1 Sep 2015,5,3,Political Freedom & Security (Books),Politics,870
Born A Crime: Stories from a South African Childhood,Trevor Noah,Paperback,15 Jan 2017,4.8,35,Biographies & Autobiographies (Books),Humour,849
Curfewed Night,Basharat Peer,Paperback,1 Oct 2009,4.2,150,True Accounts (Books),"Biographies, Diaries & True Accounts",261
Do No Harm,Henry Marsh,Paperback,7 Jun 2016,4.6,33,Healthy Living & Wellness (Books),"Biographies, Diaries & True Accounts",359
Inferno (Robert Langdon),Dan Brown,Paperback,5 May 2014,4.3,839,Action & Adventure (Books),Action & Adventure,235
Object Oriented Programming with C++,Sourav Sahay,Paperback,3 Sep 2012,1,1,Object-Oriented Software Design,"Computing, Internet & Digital Media",330
Sky is My Father: A Naga Village Remembered (10 September 2018),Easterine Kire,Paperback,10 Sep 2018,4,2,Action & Adventure (Books),Action & Adventure,225
Bruce Lee: The Art of Expressing the Human Body (Bruce Lee Library),Bruce Lee,Paperback,15 Nov 1998,4.8,9,Martial Arts (Books),Sports,1458
Essentials of Swedish Grammar (Verbs and Essentials of Grammar Series),Ake Viberg,Paperback,16 Jul 1990,5,1,Language Learning & Teaching (Books),"Language, Linguistics & Writing",1084
Faber Classics Lord of the Flies (Ff Classics),Golding William,Paperback,8 Feb 2000,3.9,49,Action & Adventure (Books),Action & Adventure,295
Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,Paperback,14 May 2005,3.8,14,Theatre & Spectacles (Books),"Arts, Film & Photography",1000
Trinity College London: Guitar Exam Pieces Grade 1 2016-2019,Trinity College London,Paperback,15 Sep 2015,3.3,3,Music Books,"Arts, Film & Photography",601
Philographics: Big Ideas in Simple Shapes,Genis Carreras,Paperback,25 Mar 2014,5,1,Design,"Arts, Film & Photography",1445
Narendra Modi: A political Biography,Andy Marino,Paperback,14 Nov 2014,4.4,95,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",309
The Tin Drum (Everyman's Library Classics S.),Günter Grass,Hardcover,20 May 1993,3.9,11,Action & Adventure (Books),Action & Adventure,608.28
Beautiful Secret: 8 (The Beautiful Series),Christina Lauren,Paperback,14 Apr 2015,3.7,5,Contemporary Fiction (Books),Romance,263
Key Words 10a: Adventure on the Island,Ladybird,Hardcover,2 Aug 2009,5,3,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",57
The Amateurs: The Story of Four Young Men and Their Quest for an Olympic Gold Medal,David Halberstam,Paperback,7 May 1996,4.3,3,Biographies & Autobiographies (Books),Sports,984
You Were My Crush,Durjoy Datta,Paperback,6 Oct 2013,4,135,Romance (Books),Romance,110
"Ian Rankin: Three Great Novels: Rebus: The St Leonard's Years/Strip Jack, The Black Book, Mortal Causes",Ian Rankin,Paperback,21 Dec 2001,5,3,Short Stories (Books),"Crime, Thriller & Mystery",469
Touching The Void,Joe Simpson,Paperback,1 Jan 1998,4.3,12,Biographies & Autobiographies (Books),Sports,414.1
Read It Yourself Chicken Licken,Ladybird,Paperback,27 Aug 2013,3.4,4,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",150
The Secret Keeper,Kate Morton,Paperback,9 May 2013,5,8,Contemporary Fiction (Books),"Crime, Thriller & Mystery",176.7
Trinity College London Electronic Keyboard Exam Pieces & Technical Work 2019-2022: Grade 6,Trinity College London Press,Sheet music,"Import, 10 Oct 2018",5,1,Music Books,"Arts, Film & Photography",690
The Strange Library,Haruki Murakami,Hardcover,2 Dec 2014,4.2,22,Action & Adventure (Books),Action & Adventure,370
Ganesha: The Curse on the Moon (Campfire Graphic Novels),"Sourav Dutta, Rajesh Nagulakonda",Paperback,"Import, 8 Dec 2015",4.1,4,Action & Adventure (Books),Action & Adventure,150
The Dark Arena,Mario Puzo,Paperback,5 Jul 2012,3.1,2,Action & Adventure (Books),"Crime, Thriller & Mystery",262
Whispers From the Wild,ERC Davidar,Paperback,7 Nov 2012,4.6,25,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",306
The Art of Gathering: How We Meet and Why It Matters,Priya Parker,Paperback,14 Jun 2018,3.5,2,Communications,Politics,505
A Zoo in My Luggage,Gerald Durrell,Paperback,28 Jun 2005,5,1,Writing Guides (Books),"Biographies, Diaries & True Accounts",906
Software in 30 Days,Ken Schwaber,Paperback,29 Oct 2012,5,3,Computer Science Books,"Computing, Internet & Digital Media",329
1Q84: Books 1 and 2,Haruki Murakami,Paperback,2 Aug 2012,4,8,Action & Adventure (Books),Action & Adventure,399
The Phoenix,Tilly Bagshawe Sidney Sheldon,Paperback,13 Jun 2019,5,2,Romance (Books),Romance,248
But How Do It Know?: The Basic Principles of Computers for Everyone,J. Clark Scott,Paperback,15 Mar 2011,4.7,15,Computer Science Books,"Computing, Internet & Digital Media",1419
The Guernsey Literary and Potato Peel Pie Society: rejacketed,Annie Barrows,Paperback,29 May 2018,4.7,59,Action & Adventure (Books),Action & Adventure,206
Public Speaking For Success,Dale Carnegie,Paperback,1 Aug 2006,4.4,8,Rhetoric & Speech (Books),"Language, Linguistics & Writing",234
Active Grammar for Class 1-3,Scholastic,Paperback,Nov 2015,4.4,38,Grammar (Books),"Language, Linguistics & Writing",203
Strange the Dreamer,Laini Taylor,Paperback,31 Mar 2018,4.5,17,Action & Adventure (Books),Action & Adventure,414
Design as Art (Penguin Modern Classics),Bruno Munari,Paperback,8 Oct 2019,4.5,22,"Arts History, Theory & Criticism (Books)","Arts, Film & Photography",304
How to Spot Errors (X) & Improve the Sentences,S.C. Gupta,Paperback,2012,3.9,59,Grammar (Books),"Language, Linguistics & Writing",39
Everything I Know About Love,Dolly Alderton,Paperback,2019,4,1,Anthologies (Books),"Biographies, Diaries & True Accounts",309
Mahatma On the Pitch: Gandhi and Cricket in India,Kausik Bandyopadhyay,Hardcover,25 Oct 2017,4.5,2,Asian History,Sports,500
Shogun: The First Novel of the Asian saga,James Clavell,Paperback,2 Dec 1999,4.3,15,Action & Adventure (Books),Action & Adventure,460
"Learning AWS: Design, build, and deploy responsive applications using AWS Cloud components, 2nd Edition","Aurobindo Sarkar, Amit Shah",Paperback,"Import, 1 Feb 2018",4.1,6,API & Operating Environments,"Computing, Internet & Digital Media",999
Touch & Go,Lisa Gardner,Paperback,24 Oct 2013,5,1,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",248
"Indian Economy: Performance and Policies, 2018-19",Uma Kapila,Paperback,"Import, 30 Sep 2018",3.6,9,Economic Policy & Development,Politics,699
Peaceful Warrior: The Graphic Novel (Peaceful Warrior Saga),Dan Millman,Paperback,19 Nov 2010,5,1,Comics,Comics & Mangas,899
"My Hero Academia, Vol. 4",Kohei Horikoshi,Paperback,3 May 2016,5,4,Mangas,Comics & Mangas,427
Garrincha: The Triumph and Tragedy of Brazil's Forgotten Footballing Hero,Ruy Castro,Paperback,7 Jul 2005,5,1,Biographies & Autobiographies (Books),Sports,900
One Mountain Thousand Summits: The Untold Story of Tragedy and True Heroism on K2,Freddie Wilkinson,Paperback,5 Jul 2011,3.5,4,Biographies & Autobiographies (Books),Sports,620.44
"A Very English Scandal: Sex, Lies and a Murder Plot at the Heart of the Establishment",John Preston,Paperback,6 Apr 2017,5,1,Political Structure & Processes (Books),Politics,395.1
Benjamin Franklin: An American Life,Walter Isaacson,Paperback,1 Jun 2004,4.3,16,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",566
Pattern Magic,Tomoko Nakamichi,Paperback,6 Oct 2010,4.7,3,Design,"Arts, Film & Photography",1290
MCQs for the First FRCR (Oxford Specialty Training: Revision Texts),"Vardhanabhuti, Gray James",Paperback,6 Jul 2015,4.5,2,Radiological & Ultrasound Technology,"Language, Linguistics & Writing",950
Your Short Game Solution: Mastering the Finesse Game from 120 Yards and In,James Sieckmann,Hardcover,3 Mar 2015,5,1,Healthy Living & Wellness (Books),Sports,1640
The Best of Sudeep Nagarkar,Nagarkar Sudeep,Paperback,25 Oct 2018,4.6,3,Romance (Books),Romance,570
The Reluctant Billionaire: How Dilip Shanghvi Became the Richest Self-Made Indian,Soma Das,Hardcover,17 Jun 2019,5,4,Business Communication,"Biographies, Diaries & True Accounts",415
Decode and Conquer: Answers to Product Management Interviews,Lewis C Lin,Paperback,"Import, 28 Nov 2013",3.9,27,Networks & System Administration (Books),"Computing, Internet & Digital Media",460
The Big Four (Poirot),Agatha Christie,Paperback,30 Oct 2017,4,29,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",288
Modern Calligraphy: Everything You Need to Know to Get Started in Script Calligraphy,Molly Suber Thorpe,Paperback,24 Sep 2013,5,4,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",1347
Accelerate: The Science of Lean Software and Devops: Building and Scaling High Performing Technology Organizations,Jez Humble,Paperback,27 Mar 2018,3.7,5,Computer Science Books,"Computing, Internet & Digital Media",1273
Idle Thoughts of an Idle Fellow: A Book for an Idle Holiday,Jerome K. Jerome,Paperback,10 Feb 2016,5,4,Humour (Books),Humour,158
Tarzan: The Complete Russ Manning Newspaper Strips Volume 3 (1971-1974),Russ Manning,Hardcover,29 Jul 2014,5,1,Children's Humour (Books),Action & Adventure,3098
Harvey Penick's Little Red Book: Lessons and Teachings From a Lifetime of Gold,Harvey Penick,Paperback,"Import, 19 May 1999",4,9,Golf (Books),Sports,700.44
A Grain of Truth (Polish State Prosecutor Szacki),Zygmunt Miloszewski,Paperback,"Import, 13 Sep 2012",1,1,Society & Social Sciences (Books),"Crime, Thriller & Mystery",990
All You Need is Love,Arvind Parashar,Paperback,10 Nov 2018,4.2,52,Indian Writing (Books),Romance,88
Rafa: My Story,Rafael Nadal,Paperback,"International Edition, 7 Jun 2012",4.6,66,Biographies & Autobiographies (Books),Sports,429
A Knight of the Seven Kingdoms (Song of Ice & Fire Prequel),George R.R. Martin,Paperback,1 Jun 2017,4.6,45,Action & Adventure (Books),Action & Adventure,388.51
The Tiger: A True Story of Vengeance and Survival (Vintage Departures),John Vaillant,Paperback,3 May 2011,3.8,10,Public Policy,Sports,470.44
Nano Housing: How a Small House Can Teach the World to Think BIG,Suresh Haware,Hardcover,18 Mar 2019,5,3,Action & Adventure (Books),Action & Adventure,279
Code (Dv- Undefined),Charles Petzold,Paperback,11 Oct 2000,5,12,Software & Business Applications (Books),"Computing, Internet & Digital Media",1642
A Summer Promise,Katie Flynn,Paperback,18 Jun 2015,5,1,Action & Adventure (Books),Action & Adventure,125
Portrait Drawing: A Step-By-Step Art Instruction Book (Artist's Painting Library),Wendon Blake,Paperback,1 May 2006,3.8,4,"Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",667.74
Chaos Monkeys: Inside the Silicon Valley Money Machine,Antonio Garcia Martinez,Paperback,"Import, 1 Jun 2017",4.5,15,Sales,"Biographies, Diaries & True Accounts",352
Deep Thinking: Where Machine Intelligence Ends and Human Creativity Begins,Garry Kasparov,Paperback,30 Apr 2018,4.3,29,Computer Science Books,"Computing, Internet & Digital Media",369
The Calvin and Hobbes: Tenth Anniversary Book,Bill Watterson,Paperback,2 Oct 1995,4.8,13,Comics & Graphic Novels (Books),Comics & Mangas,656
Born to Ice,Paul Nicklen,Hardcover,"Import, 31 Jul 2018",5,1,Photography Textbooks,"Arts, Film & Photography",5530
Knight in Shining Suit,Jerilee Kaye,Paperback,8 Feb 2014,5,16,Romance (Books),Romance,1077
"Death Note, Vol. 1",Tsugumi Ohba,Paperback,10 Oct 2005,4.9,17,Mangas,Politics,460
Sherlock: The Return of Sherlock Holmes,Arthur Conan Doyle,Paperback,1 Feb 2014,4.2,6,Action & Adventure (Books),Action & Adventure,224
White Mughals,William Dalrymple,Paperback,22 Jan 2004,4.5,44,"Biographies, Diaries & True Accounts (Books)","Biographies, Diaries & True Accounts",419
My Family and Other Animals (A Puffin Book),Gerald Durrell,Paperback,5 May 2016,4.7,32,Illustrated Travel Books (Books),Humour,301
Deep Learning (Adaptive Computation and Machine Learning series),Ian Goodfellow,Hardcover,3 Jan 2017,4.3,66,Algebra & Trigonometry,"Computing, Internet & Digital Media",2450
The Murder on the Links,Agatha Christie,Paperback,20 May 2019,4.6,48,Action & Adventure (Books),"Crime, Thriller & Mystery",179
Freedom In Exile: The Autobiography of the Dalai Lama of Tibet,The Dalai Lama,Paperback,2 Apr 1998,4.6,31,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",351
21 Iot Experements,"Yashavant Kanetakr, Shrirang Korde",Paperback,1 Jan 2018,5,1,Software Architecture,"Computing, Internet & Digital Media",310
The Great Mughals: 5 in 1 (Amar Chitra Katha),Anant Pai,Hardcover,2010,4.2,20,Comics,Comics & Mangas,260
Pandemic,Robin Cook,Paperback,13 Dec 2018,3.2,7,Contemporary Fiction (Books),"Crime, Thriller & Mystery",477
TALLY ERP 9 TRAINING GUIDE - 4TH REVISED & UPDATED EDITION,Asok K. Nadhani,Paperback,2018,3.3,38,Software & Business Applications (Books),"Computing, Internet & Digital Media",165
Reversible Errors: A Novel,Scott Turow,Hardcover,"Import, 1 Nov 2002",4,2,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",1443.48
Walking the Himalayas: An adventure of survival and endurance,Levison Wood,Paperback,5 Jan 2017,4,35,Climbing & Mountaineering (Books),"Crime, Thriller & Mystery",514
Sita: An Illustrated Retelling of Ramayana,Devdutt Pattanaik,Paperback,"Illustrated, 20 Oct 2013",4.5,358,History of Religion (Books),"Biographies, Diaries & True Accounts",273
Marvel the Avengers the Ultimate Character Guide,DK,Hardcover,2 Mar 2015,4.6,36,Children's Reference (Books),Comics & Mangas,315
All Creatures Great and Small: The Classic Memoirs of a Yorkshire Country Vet (James Herriot 1),James Herriot,Paperback,17 Jan 2013,4.8,15,Agriculture & Farming (Books),"Biographies, Diaries & True Accounts",414
OCA Java SE 8 Programmer I Exam Guide (Exams 1Z0-808),Kathy Sierra,Paperback,16 May 2017,5,2,Object-Oriented Software Design,"Computing, Internet & Digital Media",2501
India's Most Fearless 2: More Military Stories of Unimaginable Courage and Sacrifice,Shiv Aroor and Rahul Singh,Paperback,17 Jun 2019,5,10,Asian History,"Biographies, Diaries & True Accounts",199
Alfreds Basic Piano Prep Course Lesson A (Alfred's Basic Piano Library),Willard Palmer,Paperback,31 Jan 1988,5,3,Music Books,"Arts, Film & Photography",450
The Mogul,Vish Dhamija,Paperback,"Import, 25 Jul 2018",4.2,47,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",239
The Last One,Alexandra Oliva,Paperback,14 Jul 2016,4,2,Action & Adventure (Books),Action & Adventure,358
The Nine Waves: The Extraordinary Story of Indian Cricket,Mihir Bose,Hardcover,15 May 2019,4,2,Biographies & Autobiographies (Books),"Biographies, Diaries & True Accounts",799
How to Train Your Dragon: Book 1,Cressida Cowell,Paperback,11 Feb 2019,4.4,13,Action & Adventure (Books),Action & Adventure,206
Cambridge International AS and A Level Computer Science Coursebook (Cambridge International Examinations),"Sylvia Langfield, Dave Duddell",Paperback,17 Dec 2015,4.4,2,Computer Science Books,"Computing, Internet & Digital Media",2230
Red Dragon (Hannibal Lecter),Thomas Harris,Paperback,2019,4.1,13,Contemporary Fiction (Books),"Crime, Thriller & Mystery",309
Quantum Healing (Revised and Updated): Exploring the Frontiers of Mind/Body Medicine,Deepak Chopra M.D.,Paperback,17 Nov 2015,2.6,3,Mental & Spiritual Healing,Action & Adventure,498
Leaders in Homeopathic Therapeutics,E. B. Nash,Paperback,1 Aug 2013,4.5,8,"Crime, Thriller & Mystery (Books)","Crime, Thriller & Mystery",149
The Wife,Alafair Burke,Paperback,"Import, 2 Aug 2018",5,2,Romance (Books),"Crime, Thriller & Mystery",384
